Reporter Identifier	VALUE
640711022	0.200529349
640711023	-0.143510134
640711024	0
640711025	0
640711026	0
640711027	0
640711028	0
640711029	0.111261068
640711030	0.263164759
640711031	-0.644329676
640711032	0.342441448
640711033	0.663446042
640711034	-0.18251762
640711035	-0.336562552
640711036	-0.049279625
640711037	-0.032684564
640711038	-0.090817731
640711039	-0.214482604
640711040	0.06929539
640711041	0.269852381
640711042	-0.353185134
640711043	-0.474248139
640711044	0.349059041
640711045	-0.034175344
640711046	0.112061995
640711047	0.004063962
640711048	-0.103507219
640711049	-0.138127672
640711050	-0.233849858
640711051	-0.320894406
640711052	0.018187065
640711053	0.089960286
640711054	0.142789344
640711055	-0.411318202
640711056	0.144031844
640711057	-0.339032383
640711058	-0.029696613
640711059	-0.176729655
640711060	-0.12115991
640711061	-0.471797063
640711062	-0.29176579
640711063	0.163132847
640711064	0.060327655
640711065	0.275687103
640711066	0.200416207
640711067	-0.115581176
640711068	-0.190278706
637798356	-0.019235416
637798357	-0.016176913
637798358	-0.012890603
637798359	-0.073245919
637798360	-0.228376128
637798361	-0.111003321
637798362	-0.033795113
637798363	0.05422608
637798364	-0.109169333
637798365	0.120130533
637798366	-0.001308096
637798367	-0.033533838
637798368	0.112333981
637798369	0.070609733
637798370	-0.055086213
637798371	0.001146743
637798372	-0.166570827
637798373	-0.053532726
637798374	-0.067892143
637798375	-0.048526335
637798376	-0.192764579
637798377	-0.098611882
637798378	-0.178364516
637798379	-0.157720327
637798380	-0.297889359
637798381	-0.070344186
637798382	-0.153538791
637798383	0.25846414
637798384	-0.213506216
637798385	-0.376840486
637798386	0.120524219
637798387	0.027304339
637798388	-0.03434506
637798389	-0.034455445
637798390	0.123778587
637798391	-0.155367016
637798392	-0.102245908
637798393	-0.076683654
637798394	0.130913185
637798395	0.115341906
637798396	-0.091216555
637798397	-0.335007621
637798398	-0.24804504
637798399	-0.018588005
637798400	-0.369259183
637798401	-0.029960985
637798402	-0.370993128
637798403	-0.074950929
637798404	-0.13978436
637798405	-0.01755916
pANS_predictedORF_1	-0.127895647
pANS_predictedORF_2	-0.000969903
pANS_predictedORF_3	0.015386385
pANS_predictedORF_4	-0.034244265
pANS_predictedORF_5	0.013997095
pANS_predictedORF_6	0.102687416
pANS_predictedORF_7	-0.069654013
pANS_predictedORF_8	-0.127895647
